id,title,context,question,answers
nqii_13150,Versalasamningurinn,"Versalasamningurinn var friðarsáttmáli sem batt enda fyrri heimstyrjöldina . Samningurinn var undirritaður í Versölum utan við París árið 1919 þann 28. júní , fimm árum upp á dag eftir morðið á Franz Ferdinand erkihertoga . Hann var gerður milli Bandamanna og Þjóðverja og kvað á um að Þjóðverjar bæru ábyrgð á styrjöldinni . Þeim var gert að greiða háar stríðsskaðabætur til Bandamanna , láta lönd af hendi til Frakklands , Póllands , Tékkóslóvakíu , Danmerkur og Belgíu auk þess sem sum héröð voru sett undir stjórn Þjóðabandalagsins . Ennfremur var öllum nýlendum Þjóðverja skipt upp milli annarra nýlenduvelda og þeir mátti einungis hafa 100.000 manna herlið . Þeim var einnig bannað að hafa flugher og skipaflotinn var tekin af þeim . Samningurinn var einkar óvinsæll í Þýskalandi og var ein ástæðan fyrir því að nasistar náðu völdum í Þýskalandi 1933 .",Hvenær voru Versalasamningarnir undirritaðir ?,"{'text': array([' 1919 þann 28. júní', ' 1919 þann 28. júní',
       ' Samningurinn var undirritaður í Versölum utan við París árið 1919 þann 28. júní'],
      dtype=object), 'answer_start': array([137, 137,  76])}"
nqii_11673,Íslensku jólasveinarnir,"Algengast er í þjóðsögum að telja þá sveina annaðhvort 9 eða 13 . En alltaf komu þeir hver á eftir öðrum , einn á dag og sá síðasti á aðfangadag . Síðan hurfu þeir einn á eftir öðrum aftur til fjalla , sá fyrsti á jóladag . Líklega hefur talan 13 fest sig í sessi sökum þess að þá fór sá síðasti til fjalla á síðasta degi jóla , þrettándanum .",Hversu margir eru jólasveinarnir ?,"{'text': array(['Algengast er í þjóðsögum að telja þá sveina annaðhvort 9 eða 13',
       'Algengast er í þjóðsögum að telja þá sveina annaðhvort 9 eða 13'],
      dtype=object), 'answer_start': array([0, 0])}"
nqii_3655,Perú,"Perú er land í vesturhluta Suður-Ameríku , með landamæri að Ekvador og Kólumbíu í norðri , Brasilíu í austri , Bólivíu í austri , suðaustri og suðri og Chile í suðri . Í vestri liggur landið að Kyrrahafinu .",Við hvaða lönd á Ekvador landamæri ?,"{'text': array(['Perú er land í vesturhluta Suður-Ameríku , með landamæri að Ekvador'],
      dtype=object), 'answer_start': array([0])}"
nqii_3346,Jón Arnór Stefánsson,"Jón Arnór lék alla yngri flokka með KR áður en hann fór í "" high school "" í Bandaríkjunum . Skólinn sem hann var í úti fór hins vegar ekki alveg eftir settum reglum og því þurfti Jón Arnór að yfirgefa skólann fyrr en til stóð .",Með hvaða liðum eftur Jón Arnór spilað með ?,"{'text': array([' KR'], dtype=object), 'answer_start': array([35])}"
nqii_16502,Geðklofi,"Upprunalegt nafn sjúkdómsins merkir "" splundraður hugur "" og vísar til alvarlegrar röskunar á hugsunum sem eru helsta einkenni geðklofa . Íslenska nafn sjúkdómsins , geðklofi , veldur oft misskilningi . Algengt er að fólk telji geðklofa fela í sér einhvers konar breytingu á huganum , að einstaklingar sem þjást af geðklofa hafi klofinn huga og geti þannig jafnvel verið margir persónuleikar í einu . Sá sjúkdómur sem fólk á þar við kallast dissociative identity disorder . Sá sjúkdómur á enda afskaplega fátt sameiginlegt með geðklofa þar sem geðklofi felur langt í frá í sér að einstaklingurinn þrói með sér einhvern annan persónuleika . Rannsóknir manna á sjúkdóminum beinast í æ ríkari mæli að magni dópamíns í heila og því hvort orsök sjúkdómsins liggi þar . Lyf sem breyta upptöku dópamíns í heila minnka einkenni geðklofa . Einkenni geðklofa eru flokkuð í jákvæð og neikvæð einkenni",Hvað veldur geðklofa ?,"{'text': array([' magni dópamíns í heila', ' magni dópamíns í heila'], dtype=object), 'answer_start': array([697, 697])}"
nqii_10168,Þýskaland,"Þýskaland er samband 16 sambandsríkja sem kallast á þýsku "" Länder "" ( eintala : "" Land "" ) eða óformlega "" Bundesländer "" ( eintala : "" Bundesland "" ) . Sambandsríkin hafa mikið sjálfstæði og er öllum stjórnað skv. þingræði af þingkosinni ríkisstjórn ( "" Landesregierung "" , "" Staatsregierung "" eða "" Senat "" ) undir forsæti forsætisráðherra ( "" Ministerpräsident "" , "" Regierender Bürgermeister "" eða "" Präsident des Senats "" ) . Þing "" Länder "" ( "" Landtag "" , "" Abgeordnetenhaus "" eða "" Bürgerschaft "" ) eru kosin til fimm ára í öllum ríkjum nema Brímum . Kjörtímabil hafa verið lengd úr fjórum í fimm ár á árunum kringum þúsaldamót . Stjórn hvers sambandsríkis sendir 3 - 6 fulltrúa eftir íbúafjölda á sambandsráðinu ( "" Bundesrat "" ) , en það er fulltrúaráð sem er sambærilegt öldungadeildum sumra þjóðþinga .",Hvað eru mörg sambandsríki í Þýskalandi ?,"{'text': array([' 16', 'Þýskaland er samband 16 sambandsríkja', ' 16'],
      dtype=object), 'answer_start': array([20,  0, 20])}"
nqii_8860,Finnland,Lífslíkur kvenna eru 82 ár og karla 75 ár .,Hverjar eru lífslíkur karla í Finnlandi ?,"{'text': array([' 75 ár'], dtype=object), 'answer_start': array([35])}"
nqii_6286,Hekla,"Hekla hefur gosið árið 1104 , 1158 , 1206 , 1222 , 1300 , 1341 , 1389 , 1510 , 1597 , 1636 , 1693 , 1766 , 1845 , 1947 , 1970 , 1980 , 1991 og 2000 .",Hvenær gaus Hekla síðast ?,"{'text': array([' 2000'], dtype=object), 'answer_start': array([142])}"
nqii_17075,Lego,"Lego er danskur leikfangaframleiðandi í eigu fjölskyldu , með höfuðstöðvar í Billund . Upprunalega framleiddi fyrirtækið hágæðaleikföng úr tré en síðustu fjörutíu ár hefur það framleitt plastkubba . Fyrirtækið var stofnað árið 1932 .",Í hvaða landi var Legó stofnað ?,"{'text': array([' danskur', 'Lego er danskur leikfangaframleiðandi'], dtype=object), 'answer_start': array([7, 0])}"
nqii_6542,Ágústus,"Octavíanus var erfingi Júlíusar Cæsars , sem var ömmubróðir hans . Eftir morðið á Cæsari gekk Octavíanus í bandalag með Marcusi Antoniusi og Marcusi Lepidusi . Þegar slitnaði upp úr bandalaginu kom til átaka milli Marcusar Antoniusar og Octavíanusar , sem hafði betur . Í kjölfarið komst Octavíanus til valda í Róm . Hann viðhélt hefðum rómverska lýðveldisins að forminu til en var í reynd sjálfráður einvaldur í yfir 40 ár . Valdatími hans myndar skiptinguna á milli lýðveldistímans og keisaratímans í Róm en keisaratíminn er venjulega talinn hefjast árið 27 f.Kr. Hann batt enda á borgarastríð sem áður hafði geisað og leiddi Róm inn í nýjan tíma hagsælda og friðar , "" Pax Romana "" eða "" Rómarfriðarins "" . Hann var giftur Liviu Drusillu í 51 ár .",Hvaða ár varð Ágústus keisari ?,"{'text': array([' 27 f.Kr', ' 27 f.Kr.',
       ' keisaratíminn er venjulega talinn hefjast árið 27 f.Kr.'],
      dtype=object), 'answer_start': array([556, 556, 509])}"
nqii_16536,Enheduanna,Enheduanna var hofgyðja í Úr í Súmer sem var uppi um 2300 f.Kr. Enheduanna var dóttir Sargonar fyrsta keisara í Súmer . Sargon var frá Akkadíu en réðst inn í Súmer og sameinaði ríkin og myndaði þannig fyrsta keisararíki sem sögur fara af . Varðveist hafa þrjú ljóð Enheduönnu en þau eru ákall til gyðjunnar Inönnu sem og safn trúarlegra sálma .,Hvað skrifaði Enheduanna ?,"{'text': array([' Varðveist hafa þrjú ljóð Enheduönnu'], dtype=object), 'answer_start': array([239])}"
nqii_8192,Finnska,"Finnska virðist eiga rætur að rekja langt aftur til fortíðar . Sú finnska , sem töluð er af innfæddum í dag , er hinsvegar nokkuð nýleg smíð en ritmálið var búið til á 16. öld . Nútímafinnska kom til sögunnar á 19. öld og er sprottin af sterkri hreyfingu þjóðernissinna . Þegar Finnland varð sjálfstætt ríki árið 1917 varð Finnland að ríki þar sem töluð eru tvö tungumál , finnska og sænska . Þessi tvö tungumál teljast nú bæði opinber tungumál Finnlands þrátt fyrir að finnska sé ríkjandi en um 290.000 hafa sænsku að móðurmáli í landinu .",Í hvaða landi er sænska töluð ?,"{'text': array([' Finnland að ríki þar sem töluð eru tvö tungumál , finnska og sænska'],
      dtype=object), 'answer_start': array([322])}"
nqii_16471,Holland,"Konungsríkið Holland ( hollenska : "" Koninkrijk der Nederlanden "" ) er vesturevrópskt land staðsett við Norðursjó . Það er 41.548 km² að stærð og er stór hluti landsins er neðan sjávarmáls . Landið var efnahagslegt stórveldi frá 16. öld til 18. aldar . Holland er í Evrópusambandinu . Höfuðborgin er Amsterdam , þó svo að stjórnsýsla landsins sé í Haag .",Hver er höfuðborg Hollands ?,"{'text': array([' Höfuðborgin er Amsterdam , þó svo að stjórnsýsla landsins sé í Haag',
       ' Höfuðborgin er Amsterdam', ' Amsterdam'], dtype=object), 'answer_start': array([284, 284, 299])}"
nqii_7961,Inkaveldið,"Inkaveldið var keisaraveldi indíána í Andesfjöllum , þar sem nú er Perú , og stofnað af Manco Capac . Veldi Inka stóð frá tólftu öld og fram á þá sextándu . Íbúar keisaraveldisins kölluðu land sitt Tawantinsuyu ( sem þýðir „ land fjórðunganna “ ) , og var það orðið meira en milljón ferkílómetrar að stærð á 15. öld og þá bjuggu þar meira en tíu milljónir íbúa . Veldinu var skipt í fernt ; Chinchaysuyu ( NV ) , Antisuyu ( NA ) , Qontisuyu ( SV ) , og Qollasuyu ( SA ) , en í miðjunni var höfuðborgin Cusco , þaðan sem veldinu var stjórnað . Til að tengja saman landið byggðu þeir vegi og brýr , en Inkar áttu afbragðs verkfræðinga . Um vegina fóru hraðboðar sem ferðuðust allt að 250 km á dag með skilaboð . Þannig gat inkinn , sem var æðsti leiðtoginn og jafnframt dýrkaður sem guð , komið mikilvægum boðum sínum til íbúanna og þannig hjálpuðu hraðboðarnir við stjórnun landsins . Inkar notuðu mjög öflugan her til þess að ná undir sig landi og sigra óvini sína og inkinn hafði jafnframt óskorað vald til þess að gera hvað sem hann vildi . < / onlyinclude >",Hver var Manco Capac ?,"{'text': array(['Inkaveldið var keisaraveldi indíána í Andesfjöllum , þar sem nú er Perú , og stofnað af Manco Capac'],
      dtype=object), 'answer_start': array([0])}"
nqii_1889,Fellibylur,"Fellibylur ( fellistormur eða felliveður ) er sérlega kröpp lægð sem myndast í hitabeltinu og fær kraft sinn úr uppstreymi lofts í kringum stormaugað . Mikið af raka þéttist í uppstreyminu og skilar við það varmaorku sem nýtist við að knýja vindinn . Í öðrum heimshlutum eru ýmis orð notuð um fellibyl . Til dæmis nefnast fellibyljir austurlanda fjær "" týfónar "" . Fellibyljir valda oft mjög miklu tjóni .",Af hverju myndast fellibylir ekki í tempruðum beltum ?,"{'text': array([' Mikið af raka þéttist í uppstreyminu og skilar við það varmaorku sem nýtist við að knýja vindinn'],
      dtype=object), 'answer_start': array([151])}"
nqii_4410,John Forbes Nash,"John Forbes Nash ( fæddur 13. júní 1928 ; d. 23. mai 2015 ) var stærðfræðingur sem fékkst við leikjafræði og diffurrúmfræði . Hann deildi nóbelsverðlaununum í hagfræði árið 1994 með tveimur öðrum leikjafræðingum , Reinhard Selten og John Harsanyi .",Hvað er John Nash þekktur fyrir ?,"{'text': array([' leikjafræði'], dtype=object), 'answer_start': array([93])}"
nqii_30,Hannes Hafstein,"Hannes Þórður Hafstein ( f. 4. desember 1861 , d. 13. desember 1922 ) var íslenskt skáld , sýslumaður og fyrsti ráðherra Íslands .",Hver var Hannes Hafsteins ?,"{'text': array([' íslenskt skáld , sýslumaður og fyrsti ráðherra Íslands',
       ' íslenskt skáld , sýslumaður og fyrsti ráðherra Íslands',
       'Hannes Þórður Hafstein ( f. 4. desember 1861 , d. 13. desember 1922 ) var íslenskt skáld , sýslumaður og fyrsti ráðherra Íslands'],
      dtype=object), 'answer_start': array([73, 73,  0])}"
nqii_1784,Heimspeki,Epikúrisminn var heimspeki Epikúrosar en Epikúros var undir miklum áhrifum frá Demókrítosi . Epikúros hélt fram rammri efnishyggju og varði eindahyggjuna ( atómismann ) sem Levkippos og Demókrítos höfðu fyrstir sett fram . Hann hélt því einnig fram að ánægjan væri hin æðstu gæði en Epikúros taldi að andleg ánægja væri æðri líkamlegri ánægju og að í öllu skyldi gæta hófs .,Hvaða áhrif hafði epikúrismi á gríska heimspeki ?,"{'text': array([' Epikúros taldi að andleg ánægja væri æðri líkamlegri ánægju og að í öllu skyldi gæta hófs .'],
      dtype=object), 'answer_start': array([282])}"
nqii_16861,Hong Kong,"Hong Kong ( kínverska : 香港 ) , opinberlega Sérstjórnarhérað Alþýðulýðveldisins Kína Hong Kong , er sérstakt sjálfstjórnarhérað í Kínverska alþýðulýðveldinu , á austurbakka árósa Perluár í suðurhluta Kína . Hong Kong er einn af þéttbýlustu stöðum heims , með 7,4 milljón íbúa af margvíslegum uppruna á 1.104 ferkílómetra svæði .",Hvað búa margir í Hong Kong ?,"{'text': array([' 7,4 milljón', ' 7,4 milljón',
       ' Hong Kong er einn af þéttbýlustu stöðum heims , með 7,4 milljón íbúa'],
      dtype=object), 'answer_start': array([257, 257, 205])}"
nqii_10608,Sorp,"Sorp ( einnig þekkt sem rusl , skran eða drasl ) er óæskilegt eða ónytsamlegt efni . Í lífverum kallast ónytsamleg efni eða eiturefni sem þær gefa frá sér "" úrgangur "" .",Hvaða efni eru eiturefni ?,"{'text': array([' Í lífverum kallast ónytsamleg efni eða eiturefni sem þær gefa frá sér "" úrgangur'],
      dtype=object), 'answer_start': array([84])}"
nqii_3711,Háskólinn á Akureyri,"Háskólinn á Akureyri var stofnaður 5. september 1987 og starfaði hann fyrst í stað í húsnæði Verkmenntaskólans á Akureyri að Þingvallastræti 23 . Fyrsti rektor skólans var Haraldur Bessason . Fyrstu útskriftarnemarnir voru 10 iðnrekstrarfræðingar , útskrifaðir 1989 . Fyrstu framhaldsnemarnir voru útskrifaðir með M.Sc. í hjúkrunarfræðum 26. febrúar 2000 .",Hver er rektor HA ?,"{'text': array([' Fyrsti rektor skólans var Haraldur Bessason'], dtype=object), 'answer_start': array([145])}"
nqii_16800,Hong Kong,"Hong Kong ( kínverska : 香港 ) , opinberlega Sérstjórnarhérað Alþýðulýðveldisins Kína Hong Kong , er sérstakt sjálfstjórnarhérað í Kínverska alþýðulýðveldinu , á austurbakka árósa Perluár í suðurhluta Kína . Hong Kong er einn af þéttbýlustu stöðum heims , með 7,4 milljón íbúa af margvíslegum uppruna á 1.104 ferkílómetra svæði .",Hvar er Hong Kong staðsett ?,"{'text': array([' á austurbakka árósa Perluár í suðurhluta Kína',
       ' í suðurhluta Kína',
       ' á austurbakka árósa Perluár í suðurhluta Kína'], dtype=object), 'answer_start': array([157, 185, 157])}"
nqii_2181,Freddie Mercury,"Freddie hneigðist að báðum kynjum en kom aldrei út úr skápnum . Vinkona hans og kærasta í sex ár var Mary Austin , en sambandi þeirra lauk er hann sagði henni frá kynhneigð sinni . Þau voru samt nánir vinir áfram og hann arfleiddi hana að húsinu sínu , sem metið var á 18 milljónir punda er hann lést sem og stefgjöldum af lögum hans . Síðasti karlkyns kærasti hans var Jim Hutton . Þeir bjuggu saman í síðustu átta árin , sem Freddie lifði . Jim hjúkraði honum í veikindum og var hjá honum þegar hann dó .",Hvenær kom Freddie Mercury úr skápnum ?,"{'text': array(['Freddie hneigðist að báðum kynjum en kom aldrei út úr skápnum'],
      dtype=object), 'answer_start': array([0])}"
nqii_2415,Donald Trump,"Donald Trump tók við embætti Bandaríkjaforseta þann 20. janúar árið 2017 . Í fyrstu viku sinni í embætti gaf Trump út tólf tilskipanir og fyrirmæli , meðal annars um að minnka útgjöld til heilbrigðatryggingakerfis Baracks Obama , um framkvæmdir við umdeildar olíuleiðslur frá Kanada til Bandaríkjanna og bann við styrkingu Bandaríkjanna við samtök sem bjóða upp á fóstureyðingar . Einnig velti upp hugmyndum um að leggja 20% toll af vörum frá Mexíkó sem liður í því að láta landið borga undir múr á landamærum ríkjanna . Enrique Peña Nieto , forseti Mexíkó , aflýsti fundi sínum með Trump í kjölfarið . Trump hóf einnig aðgerðir til að banna fólki frá nokkrum löndum þar sem múslímar eru í meirihluta , að koma til Bandaríkjanna : Sýrlandi , Írak , Íran , Líbíu , Súdan , Sómalíu og Jemen . Trump ritaði undir tilskipun um úrsögn Bandaríkjanna úr TPP ( Trans Pacific Partnership ) , viðskipasamningi Kyrrhafsríkja .",Hve lengi hefur hans forsetatíð verið ?,"{'text': array(['Donald Trump tók við embætti Bandaríkjaforseta þann 20. janúar árið 2017'],
      dtype=object), 'answer_start': array([0])}"
nqii_2573,Landsdómur,"Landsdómur er sérdómstóll sem gert er ráð fyrir í 14. grein stjórnarskrár Lýðveldisins Íslands . Hann fer með og dæmir mál sem Alþingi ákveður að höfða gegn ráðherrum út af embættisrekstri þeirra og starfar eftir lögum nr. 3 / 1963 . Hann er skipaður 15 dómurum . Dómurinn hafði aldrei verið kallaður saman frá stofnun hans árið 1905 , en þann 28. september 2010 ákvað Alþingi að ákæra Geir H. Haarde , fyrrverandi forsætisráðherra , fyrir vanrækslu í starfi og fela Saksóknara Alþingis að sækja málið fyrir Landsdómi .",Hvaða völd hefur Landsdómur ?,"{'text': array([' Hann fer með og dæmir mál sem Alþingi ákveður að höfða gegn ráðherrum út af embættisrekstri þeirra'],
      dtype=object), 'answer_start': array([96])}"
nqii_13009,Tékkland,"Fram til 1918 var austurríska krónan gjaldmiðill í landinu . Þegar Tékkóslóvakía var stofnuð sem ríki var búinn til nýr gjaldmiðill , tékkóslóvakíska krónan . 1993 klofnaði landið í Tékkland og Slóvakía . Tékkland tók þá upp eigin mynt , tékknesku krónuna . 1 króna eru 100 Haleru ( þýska : Heller ) . Þegar Tékkland gekk í Evrópusambandið var ætlunin að innleiða evruna árið 2010 . Af þessu hefur þó ekki orðið enn þá en stjórnin hefur skuldbundið sig til að taka upp evruna á allra næstu árum .",Hver er gjaldmiðill Tékklands ?,"{'text': array([' tékknesku krónuna', ' tékknesku krónuna'], dtype=object), 'answer_start': array([237, 237])}"
nqii_1214,Jónas frá Hriflu,"Jónas Jónsson ( fæddur á Hriflu í Suður-Þingeyjarsýslu , 1. maí 1885 , dáinn í Reykjavík 19. júlí 1968 ) , oftast kenndur við fæðingarstaðinn og nefndur Jónas frá Hriflu , var íslenskur stjórnmálamaður sem naut mikilla áhrifa í íslensku þjóðfélagslífi á fjórða og fimmta áratugnum . Jónas var formaður Framsóknarflokksins í tíu ár og dóms - og kirkjumálaráðherra 1927 — 1932 . Jónas var mjög umdeildur maður á sinni tíð . Ekki má rugla Jónasi frá Hriflu við Jónas frá Hrafnagili , höfund "" Íslenskra þjóðhátta "" .",Hvenær fæddist Jónas frá Hriflu ?,"{'text': array([' 1. maí 1885', ' 1. maí 1885',
       ' fæddur á Hriflu í Suður-Þingeyjarsýslu , 1. maí 1885'],
      dtype=object), 'answer_start': array([56, 56, 15])}"
nqii_2467,Saga Ítalíu,"Gallar hófu að leggja landsvæði Etrúra í Toskana undir sig á 4. öld f.Kr. Etrúrar óskuðu eftir aðstoð frá Róm sem sendi her gegn Göllunum . Fylkingarnar , undir stjórn Gallans Brennusar annars vegar og Rómverjans Quintusar Sulpiciusar hins vegar , mættust í orrustunni við Allium 18. júlí 380 f.Kr. Rómverjar biðu mikinn ósigur og leifar hersins flúðu til Rómar með Gallana á hælunum . Gallarnir rændu Róm en voru reknir burt af herforingjanum Camillusi . Ósigurinn leiddi til þess að Rómverjar endurskipulögðu her sinn og reistu Servíusarmúrinn til varnar . Hundrað árum síðar biðu Rómverjar aftur ósigur gegn Göllum í orrustunni við Aretíum og það var ekki fyrr en eftir orrustuna við Telamon 225 f.Kr. sem þeim tókst að leggja Norður-Ítalíu undir sig . Þegar Hannibal gerði innrás yfir Alpafjöll 218 f.Kr. gengu Gallar í lið með honum gegn Rómverjum . Síðustu gallversku bæirnir á Norður-Ítalíu gáfust ekki upp fyrr en á 1. öld f.Kr.",Hvaða hlutverki gegndi Hannabal í stríðum Karþagó ?,"{'text': array([' Hannibal gerði innrás yfir Alpafjöll 218 f.Kr. gengu Gallar í lið með honum gegn Rómverjum',
       ' Hannibal gerði innrás yfir Alpafjöll 218 f.Kr.'], dtype=object), 'answer_start': array([761, 761])}"
nqii_6569,Kelvin,"Kelvin er SI-mælieining fyrir hita og ein af sjö grunneiningum SI-kerfisins , táknuð með K. Er skilgreind út frá núllpunkti sínum sem samsvarar alkuli og einu kelvin sem er er 1 / 273,16 af þrípunkti vatns .",Hvað er alkul mörg Kelvin ?,"{'text': array([' núll', ' núllpunkti sínum sem samsvarar alkuli'], dtype=object), 'answer_start': array([112, 112])}"
nqii_13044,Júlíus Caesar,"Gaius Júlíus Cæsar var fæddur í Róm um 100 f.Kr. Hann var af júlísku ættinni sem var ein tignasta og elsta patríseaættin í Róm til forna . Cæsar var upphaflega auknefni manna af júlíönsku ættinni . Síðan hefur nafnbótin Cæsar verið höfð um alla Rómarkeisara . Faðir Cæsars hét einnig Gaius Júlíus Cæsar og var meðal annars landstjóri í skattlandinu Asiu . Móðir Cæsars hét Aurelia Cotta . Föðursystir Cæsars , Júlía , var eiginkona Gaiusar Maríusar sem var einn valdamesti maður Rómar þegar Cæsar var að vaxa úr grasi . Árið 85 f.kr. lést faðir Cæsars og varð hann þá höfuð fjölskyldunnar . Stuttu síðar giftist Cæsar Corneliu sem var dóttir Luciusar Corneliusar Cinna , en hann var helsti stuðningsmaður Gaiusar Mariusar . Í æsku Cæsars geisaði borgarastríð á milli Mariusar og Luciusar Corneliusar Sullu . Marius lést árið 86 f.Kr. en stuðningsmenn hans héldu völdum í Rómaborg til ársins 83 f.Kr. , en þá hertók Sulla borgina og tók sér alræðisvald . Sulla hóf að taka fjölmarga stuðningsmenn Mariusar af lífi og senda aðra í útlegð . Tengsl Cæsars við Marius settu hann í hættu og var honum skipað að skilja við Corneliu en Cæsar neitaði og flúði borgina . Cæsar gekk í herinn og hélt til Anatólíu , en Rómverjar stóðu þá í landvinningum á því svæði .",Hvað hét móðir Júlíus Sesar ?,"{'text': array([' Aurelia Cotta', ' Aurelia Cotta'], dtype=object), 'answer_start': array([372, 372])}"
nqii_2622,Bretland,"Hið sameinaða konungsríki Stóra-Bretlands og Norður-Írlands ( enska : "" United Kingdom of Great Britain and Northern Ireland "" ) oftast þekkt á Íslandi sem Bretland eða Stóra-Bretland er land í Vestur-Evrópu . Landið nær yfir megnið af Bretlandseyjum fyrir utan Ermarsundseyjar , Mön og meirihluta Írlands . Bretland skiptist í England , Wales , Skotland og Norður-Írland . Bretland á ekki landamæri að öðrum löndum , nema þar sem landamæri Norður-Írlands liggja að Írska lýðveldisins , en er umkringt Atlantshafi , Norðursjó , Ermarsundi og Írlandshafi . Ermarsundsgöngin tengja Bretland og Frakkland .",Hvaða lönd eru á Bretlandi ?,"{'text': array([' Bretland skiptist í England , Wales , Skotland og Norður-Írland'],
      dtype=object), 'answer_start': array([307])}"
nqii_3871,Kristján frá Djúpalæk,Kristján frá Djúpalæk ( 16. júlí 1916 í Skeggjastaðahreppi í N-Múlasýslu – 15. apríl 1994 á Akureyri ) var íslenskt skáld . Fullt nafn hans var Jónas Kristján Einarsson .,Hvað er Kristján frá Djúpalæk þekktur fyrir ?,"{'text': array([' var íslenskt skáld',
       'Kristján frá Djúpalæk ( 16. júlí 1916 í Skeggjastaðahreppi í N-Múlasýslu – 15. apríl 1994 á Akureyri ) var íslenskt skáld'],
      dtype=object), 'answer_start': array([102,   0])}"
nqii_4174,Blandað hagkerfi,"Hagkerfi kallast blandað þegar efnahagur lands er skipulagður með þeim hætti að á sumum sviðum eru gæði framleidd á frjálsum markaði en öðrum úthlutað af ríkinu . Á frjálsum markaði eru það fyrirtæki í einkaeigu , sem framleiða vörur og veita þjónustu . Á hinn bóginn framleiða opinberar stofnanir eða fyrirtæki í eigu ríkisins samkvæmt miðstýrðari framleiðsluháttum .",Hvað er blandað hagkerfi ?,"{'text': array([' á sumum sviðum eru gæði framleidd á frjálsum markaði en öðrum úthlutað af ríkinu'],
      dtype=object), 'answer_start': array([79])}"
nqii_9641,Berlín,"Flestar þekktar byggingar Berlínar eru í borgarhlutanum Mitte , enda var hann miðborg Berlínar fyrir skiptingu , en einnig miðborg Austur-Berlínar fyrir sameiningu . Þekktasta bygging borgarinnar er Brandenborgarhliðið . Það er jafnframt orðið að þjóðartákni Þjóðverja eftir fall Berlínarmúrsins . Múrinn var aðeins í nokkra metra fjarlægð frá hliðinu , sem stóð austan við múrinn , þannig að það myndaði nokkurs konar botnlanga í miðborg Austur-Berlínar . Skammt norður af hliðinu stendur hið fræga ríkisþinghús ( "" Reichstag "" ) . Það var reist sem þinghús á keisaratíma Prússlands og þar var Weimar-lýðveldið stofnað . Þegar bruninn í húsinu átti sér stað 1933 , notaði Hitler sér hann sem átyllu til að auka völd sín og mynda þriðja ríkið . Þinghús þetta er næstvinsælasti ferðamannastaður Þýskalands , á eftir dómkirkjunni í Köln . Við Friedrichstrasse stóð varðstöðin Checkpoint Charlie . Hún var landamærastöð milli bandaríska og sovéska hernámssvæðanna á tíma kalda stríðsins . Safnaeyjan Museumsinsel er eyja í ánni Spree í miðborginni . Þar eru fjöldi safnhúsa , svo sem Pergamonsafnið ( "" Pergamonmuseum "" ) , Bodesafnið ( "" Bodemuseum "" ) , Altes Museum og Alte Nationalgalerie . Einnig er á eyjunni dómkirkjan í Berlín ( Berliner Dom ) og gamla þinghús Austur-Þýskalands ( "" Palast der Republik "" ) , sem var rifið 2008 . Gendarmenmarkt er stórt bílalaust torg rétt sunnan við breiðgötuna Unter den Linden . Það er af mörgum talið fegursta torg borgarinnar . Þar eru franska dómkirkjan ( "" Französischer Dom "" ) , þýska dómkirkjan ( "" Deutscher Dom "" ) og tónlistarhúsið Konzerthaus . Alexanderplatz er stórt og mikið umferðartorg í austurhluta borgarinnar . Þar stendur sjónvarpsturninn en hann er hæsta bygging borgarinnar . Þar nálægt er einnig rauða ráðhúsið ( "" Rotes Rathaus "" ) , sem var ráðhús Austur-Berlínar meðan borgin var skipt . Það þjónar enn sem aðalráðhús borgarinnar . Aðra markverða staði og byggingar í Austur-Berlín má nefna Nicolai-hverfið , bænahús gyðinga ( Neue Synagoge ) , stríðsminnisvarðann Neue Wache og leifar Berlínarmúrsins við aðaljárnbrautarstöðina .",Hver er hæsta byggingin í Berlín ?,"{'text': array([' sjónvarpsturninn', ' sjónvarpsturninn',
       ' Þar stendur sjónvarpsturninn en hann er hæsta bygging borgarinnar'],
      dtype=object), 'answer_start': array([1683, 1683, 1671])}"
nqii_636,London,"Í kjölfar sigurs í orrustunni við Hastings var Vilhjálmur bastarður , þáverandi hertogi af Normandy , krýndur konungur Englands , í nýlega kláruðu Westminster klaustri , á jóladag 1066 . Vilhjálmur veitti borgurum London ákveðin forréttindi á meðan á byggingu kastala í suðvestur horni borgarinnar stóð , til að halda borgurunum góðum . Þessi kastali var síðar stækkaður af öðrum konungum sem Tower of London og gegndi fyrst hlutverki sem konunglegt aðsetur en síðar sem fangelsi .",Hvenær var Tower of London byggt ?,"{'text': array([' 1066'], dtype=object), 'answer_start': array([179])}"
