ctx_a,ctx_b,ctx,endings,id,ind,activity_label,source_id,split,split_type,label
[haus] Hvernig lifa á með mígreni [titill] Fylgstu með því hvaða mat þú borðar. [skref] Ein algengasta uppspretta mígrenis er matur. Misjafnt er eftir einstaklingum hvaða matur kemur mígreninu af stað en það eru nokkrar mataruppsprettur sem flestir mígrenissjúklingar eiga sameiginlegar.,,[haus] Hvernig lifa á með mígreni [titill] Fylgstu með því hvaða mat þú borðar. [skref] Ein algengasta uppspretta mígrenis er matur. Misjafnt er eftir einstaklingum hvaða matur kemur mígreninu af stað en það eru nokkrar mataruppsprettur sem flestir mígrenissjúklingar eiga sameiginlegar. ,"['[Efnisorð] Taktu einfalda, myndræna dagbók um máltíðir þínar. Þú borðar t.d. eitthvað sem líkist banana eða pítsu með súpu og röndum eða í morgunmat borðarðu t.d. pönnuköku með myntu og heilu ávaxtasopa.'
 'Þú þarft að hafa eftirfarandi í huga: [undirskref] Borðaðu fullt af próteini í hverri máltíð/snakk. [undirskref] Kryddandi chilipipar ristuð kjúklingakjöt sjávarréttir eftirréttir ólífuolía, kjúklingabaunir og linsur þurrfæði sardínur og hnetur [titill] Prófaðu að nota samkennd.'
 'Með því að fylgjast með hvaða fæðu þú borðar og hvenær þú færð mígreni er hægt að þrengja það sem gæti verið kveikjan að mígreni hjá þér. Algeng kveikja mígrenis er: [Efni] Súkkulaði jarðarber Vín og ostur (vegna súlfetans í báðum) Matur með mónónatríum glútamati (mng) í.'
 'Dæmigerð matarlyf eru: [Efni] Áfengi (stundum gosdrykkir, sýrður rjómi o.s.frv.) Mjólk (stundum ávextir, jógúrt, hrísgrjón o.s.frv.']",hellaswag/validation/6868,26826,Health,wikihow~10920,val,indomain,2
[haus] Hvernig á að takast á við forsjárdeilu foreldra sinna (fyrir krakka) [titill] Viðurkenndu að það er ekki þér að kenna að foreldrar þínir eiga í erfiðleikum. [skref] Þú ert ekki orsökin. Þau elska kannski ekki hvort annað lengur en þau elska þig og þess vegna eru þau í þessari forsjárdeilu.,,[haus] Hvernig á að takast á við forsjárdeilu foreldra sinna (fyrir krakka) [titill] Viðurkenndu að það er ekki þér að kenna að foreldrar þínir eiga í erfiðleikum. [skref] Þú ert ekki orsökin. Þau elska kannski ekki hvort annað lengur en þau elska þig og þess vegna eru þau í þessari forsjárdeilu. ,"['Það er sama hvað þér finnst, foreldrar þínir eru að berjast fyrir því að halda réttindum sínum og ábyrgð. [ Titill] Skilja að athafnir geta haft áhrif á afleiðingar þínar.'
 'En með því að átta sig á því hvað foreldrarnir eru að rífast um, þá veistu að þeirra sjónarhorn er eina leiðin til að gera betur í þessum aðstæðum. Reyndu eftir bestu getu að skilja þeirra sjónarhorn svo þú eigir meiri möguleika á að breyta um skoðun varðandi forsjá.'
 'Vinir þínir gætu veitt þér smá siðferðilegan stuðning og það gæti verið hjálplegt. [Titill] Tilfinningar foreldra þinna eru ekki á þína ábyrgð.'
 'Ef þú ert í forsjárdeilu foreldra þinna þá eru foreldrar þínir ekki ástæðan fyrir því að þeir eru að rífast. [Undirskrefi] Þeir eru að rífast af því að þeir eru reiðir út í þig.']",hellaswag/validation/3513,2102,Family Life,wikihow~10920,val,zeroshot,2
Hópur drengja er á gangstétt við götu. Þeir eru að skoppa um á stilkum.,þeir,Hópur drengja er á gangstétt við götu. Þeir eru að skoppa um á stilkum. þeir,"['skoppa og velta yfir vaðmálsslá á mottu.' 'með umbúðapappír í höndunum.'
 'slást í hnappagat þegar þeir ganga.'
 'halda áfram að tala um leið og þeir skoppa og ganga.']",hellaswag/validation/409,5823,Powerbocking,activitynet~10920,val,indomain,3
"[haus] Hvernig á að vefja toga [titill] Brjótið langhlið rúmdúks í tvennt. [skref] Finnið fullt, drottningar- eða konungsstórt, flatt sængurfat og brjótið það í tvennt. Ef þið viljið lengri toga, brjótið sængurfatið aðeins fjórðungsfalt.",,"[haus] Hvernig á að vefja toga [titill] Brjótið langhlið rúmdúks í tvennt. [skref] Finnið fullt, drottningar- eða konungsstórt, flatt sængurfat og brjótið það í tvennt. Ef þið viljið lengri toga, brjótið sængurfatið aðeins fjórðungsfalt. ","['[undirtexti] Til auka stuðnings skaltu í staðinn brjóta styttri hlutann yfir hinn. [titill] Leggðu togarann niður á sléttan flöt.'
 'Ef þú vilt lengdina sem þú þarft, því styttri sem þú gerir hana, því lengri verður togarinn. [titill] Skrúfaðu stutta enda blaðsins utan um togarann.'
 '[titill] Dragðu annan endann yfir öxlina. [skref] Með síðu hliðina á sænginni fyrir aftan bakið, dragðu eitt horn yfir aðra öxlina.'
 'Þú færð fjórar langar hliðar og eitt lengra blað. [Undirskrefi] Fyrir samtals fjögur löng hálflöng toga, leggðu eitt blað flatt, vefjið enda hvers blaðs í hitt blaðið og haldið blöðunum saman með því að festa þau á sinn stað með pinnum.']",hellaswag/validation/7676,32774,Finance and Business,wikihow~10920,val,indomain,2
[höf.] Hvernig auka má möguleika barnsins á að vera gáfað frá móðurkviði til fæðingar [titill] Gefðu barninu nafn um leið og þú veist um hvaða kyn barnið þitt er. [skref] Þetta hjálpar þér að eiga samskipti við ástvin þinn. [titill] Vertu virkur.,,[höf.] Hvernig auka má möguleika barnsins á að vera gáfað frá móðurkviði til fæðingar [titill] Gefðu barninu nafn um leið og þú veist um hvaða kyn barnið þitt er. [skref] Þetta hjálpar þér að eiga samskipti við ástvin þinn. [titill] Vertu virkur. ,"['[skref] Í fæðingu lærir líkami barnsins að stjórna hitastigi sínu mjög hratt. Barnið þarf því að vera virkt þegar það fæðist í fyrsta sinn og þar með auka möguleika þess á að nýta sér hita.'
 '[skref] Eftir því sem líður á meðgönguna mun fóstrið öðlast meiri færni. Það mun geta sparkað, hreyft sig, séð, heyrt, sjúga þumalinn, haft smekk fyrir tónlist og jafnvel mat.'
 '[skref] Ekki láta leti draga úr þér kjarkinn á meðan þú sérð um barnið þitt. Kjarninn í því að vera klár er að vera virkur: Taktu um það bil 30 mínútur daglega til að ganga, leika og tala við barnið þitt.'
 '[skref] Hér er átt við að synda, fara í leik, fara í sund, gefa barni sínu brjóst eða sækja barnið. Haltu barninu á fótunum með bakið snúið.']",hellaswag/validation/3611,2829,Food and Entertaining,wikihow~10920,val,indomain,1
"[fyrirsögn] Hvernig finna má ferðamannastaði á flakki [fyrirsögn] Farið inn á flakksíðuna. [fyrirsögn] Sláið inn borgina eða bæinn sem verið er að fara frá. [fyrirsögn] Veljið í töflunum hversu miklu þið viljið eyða á hvern einstakling, hvenær þið viljið fara og hversu lengi þið viljið vera á ferðinni.",,"[fyrirsögn] Hvernig finna má ferðamannastaði á flakki [fyrirsögn] Farið inn á flakksíðuna. [fyrirsögn] Sláið inn borgina eða bæinn sem verið er að fara frá. [fyrirsögn] Veljið í töflunum hversu miklu þið viljið eyða á hvern einstakling, hvenær þið viljið fara og hversu lengi þið viljið vera á ferðinni. ","['[skrefið] (miðað við þitt val er það ekki of langt. ) [ titill] Bíddu eftir svari frá flakkara eftir nokkrar sekúndur.'
 '[Efnisorð] Hægt er að auka við fjárveitingar eða velja nákvæmar dagsetningar með því að smella á tenglana undir töflunum. [ titill] Sláðu inn borg, bæ, land, fylki eða heimsálfu sem þú vilt að sé meðmælt á ferðamannastað.'
 '[titill] Farið inn á áfangastaðahluta mælaborðsins. [ titill] Sláið á „farið frá borg“ takkann.'
 '[skref] Þú getur dregið fleiri miða ef þú vilt. Þú getur sparað þér pening með því að eyða bara svona miklum peningum.']",hellaswag/validation/7525,31805,Computers and Electronics,wikihow~10920,val,indomain,1
[haus] Hvernig tengja á nintendo wii-ið við internetið [titill] Gangið úr skugga um að netið sé rétt uppsett. [skref] Þið þurfið að vera að senda rétt merki til þess að tengja wii-ið við netið. Vísið í leiðbeiningar routers eða mótalds til þess að setja upp netið.,,[haus] Hvernig tengja á nintendo wii-ið við internetið [titill] Gangið úr skugga um að netið sé rétt uppsett. [skref] Þið þurfið að vera að senda rétt merki til þess að tengja wii-ið við netið. Vísið í leiðbeiningar routers eða mótalds til þess að setja upp netið. ,"['[titill] Tengdu wii-ið við net þitt með ethernet-snúru. [skref] Flestir wii-ar eru með ethernet-snúru til kaups.'
 '[titill] Takið og aftengið fjarstýrða kapalinn frá wii. [skref] Þetta er sami kapall og kom með fjarstýrða fjarstýrða.'
 '[titill] Athugaðu stýrikerfi routersins. [skref] Nintendo-inn þinn er hugsanlega með fjarstýrðan aflrofa sem slekkur á rafmagninu ef hann er ekki uppsettur.'
 '[undirflokkar] Ef þú getur tengst við net þitt með öðrum þráðlausum tækjum þá ættir þú ekki að lenda í neinum vandræðum með að tengja við wii-ið þitt. Ekki þarf að gera neinar sérstakar breytingar á þráðlausa netinu til að koma því fyrir.']",hellaswag/validation/8357,37698,Food and Entertaining,wikihow~10920,val,indomain,3
[haus] Hvernig á að búa til sína eigin hégóma [titill] Veldu þitt hégómlega. [skref] Þú getur keypt þér slíkt í búð eða þú getur gert pláss á baðstofuborðinu þínu. Leitaðu að einhverju með skúffum til að geyma frá þér hluti sem þú notar ekki oft eða hluti sem þarf að hafa úti í birtu.,,[haus] Hvernig á að búa til sína eigin hégóma [titill] Veldu þitt hégómlega. [skref] Þú getur keypt þér slíkt í búð eða þú getur gert pláss á baðstofuborðinu þínu. Leitaðu að einhverju með skúffum til að geyma frá þér hluti sem þú notar ekki oft eða hluti sem þarf að hafa úti í birtu. ,"['[Efnisorð] Vani kemur að jafnaði með skúffum sem gera þér kleift að sníða vanann að smekk ákveðinna einstaklinga á heimilinu. Ef þú ætlar að fá þér eitthvað aðeins minna slegið, skaltu fara í verslun sem sérhæfir sig í vanatísku til að bera það saman við þinn vana.'
 'Notaðu allar ónotaðar skúffur, jafn litlar sem stórar og þær koma og ekki þarf að geyma þær á sama stað. [Undirskrefi] Passaðu að hafa einhverjar skúffur á hégómlegan hátt svo þú eigir alltaf aukalega.'
 'Þú getur líka notað hégóma til að fela eða setja hluti sem þú notar ekki oft, eins og gamlan spegil og mjög gamla tannbursta. Þú getur valið hvaða ódýra eða upprunalega hégóma sem þér finnst flottur og gert hann að hégóma þínum en passaðu að nota hann á baðherberginu þínu.'
 'Sumar vörur, eins og t.d. krem til að verja öldrun, skemmast þegar þær komast í snertingu við sólarljós. [Undirskrefi] Gamlar skrifborðsvörur eru frábær grunnur fyrir hégóma! Thrift verslanir og bílskúrssölur eru frábærir staðir til að gera upp hégóma á viðráðanlegu verði.']",hellaswag/validation/9554,46612,Personal Care and Style,wikihow~10920,val,zeroshot,3
"[haus] Hvernig á að gera heilsteypta andlitsrútínu með fjórum innihaldsefnum [titill] Fá ferskt og hreint andlit. [skref] Það er hægt að gera með því að nota mjólk sem hreinsiefni. Öll mjólk í öllum gæðum og af öllum tegundum er fín, þó að heilmjólk sé ákjósanleg.",,"[haus] Hvernig á að gera heilsteypta andlitsrútínu með fjórum innihaldsefnum [titill] Fá ferskt og hreint andlit. [skref] Það er hægt að gera með því að nota mjólk sem hreinsiefni. Öll mjólk í öllum gæðum og af öllum tegundum er fín, þó að heilmjólk sé ákjósanleg. ","['Veldu þá hreinsiefni sem er merkt „létt“ eða álíka (með hærra pH). [Undirskrefi] Kalt vatn virkar, því það hjálpar bara til við að fjarlægja dauðar húðfrumur.'
 'Hristu af mjólkinni, blandið saman með lítilli ólífuolíu og settu á andlit þitt. Láttu bíða í eina mínútu og skolið vel með volgu eða hálfvolgu vatni, maukið síðan þurrt með hreinum klút.'
 'Einnig er hægt að nota aðrar mjólkurvörur, svo sem kúamjólk eða undanrennu. Þvoðu andlit þitt reglulega með köldu vatni og skolaðu svo með volgu vatni.'
 'Taktu 1 matskeið af mjólk og settu hana á andlit þitt með höndunum eða bómullarhnoðra sem hefur verið dýft í hana. Nuddið varlega um andlit þitt í 2-5 mínútur.']",hellaswag/validation/8713,40498,Personal Care and Style,wikihow~10920,val,zeroshot,3
"[haus] Hvernig má undirstrika ljóst hár á náttúrulegan hátt [titill] Fáðu þér gæða sjampó og snyrtivöru og þvoðu hárið vel. [titill] Úðaðu í einhverja snyrtivöru sem þú skilur eftir. [skref] Sjampóið og snyrtivaran hjálpa til við að koma í veg fyrir þurrt hár í eftirfarandi skrefum, en eru ekki nauðsynleg.",,"[haus] Hvernig má undirstrika ljóst hár á náttúrulegan hátt [titill] Fáðu þér gæða sjampó og snyrtivöru og þvoðu hárið vel. [titill] Úðaðu í einhverja snyrtivöru sem þú skilur eftir. [skref] Sjampóið og snyrtivaran hjálpa til við að koma í veg fyrir þurrt hár í eftirfarandi skrefum, en eru ekki nauðsynleg. ","['[titill] Gætið þess að hárið sé alveg þurrt áður en þið setjið á það sjampó og hreinsiefni, en ekki þurrka það yfir handklæði. [skref] Ólíkt venjulegu hári getur þurrkur magnast upp vegna sólar.'
 'Hárið dregur í sig C-vítamín og þann lit sem óskað er eftir þegar það er rakið, en það gerir það ekki og með tímanum myndast „fléttað“ hár. [Undirskrefi] Leitaðu að sjampói sem segir „útdráttur“ og vertu viss um að það passi við hárlit þinn.'
 'Láttu hana bara liggja í um það bil fimm mínútur og skolaðu hana svo út. [undirskrefum] Best er að nota gæðasjampó.'
 '[titill] Settu sítrónusafa í úðaflösku. [titill] Úðaðu yfir allt hárið en komdu í veg fyrir að úðað sé á hársvörðinn.']",hellaswag/validation/5580,17409,Personal Care and Style,wikihow~10920,val,zeroshot,3
[haus] Hvernig á að brjóta inn í sig læknamartenurnar [titill] Skilja að glænýtt par úr kassanum á eftir að meiða fæturna eins og brjálæðingur. [skref] Þetta þýðir að þú átt að forðast að vera með þær í langan tíma fyrstu notin. Það þýðir að þú þarft ekki að ganga eða dansa þegar þær eru komnar ferskar úr kassanum! [titill] Kauptu rétta passann.,,[haus] Hvernig á að brjóta inn í sig læknamartenurnar [titill] Skilja að glænýtt par úr kassanum á eftir að meiða fæturna eins og brjálæðingur. [skref] Þetta þýðir að þú átt að forðast að vera með þær í langan tíma fyrstu notin. Það þýðir að þú þarft ekki að ganga eða dansa þegar þær eru komnar ferskar úr kassanum! [titill] Kauptu rétta passann. ,"['[skref] Þessum hluta er ekki hægt að breyta, sjáið til þess að smásalinn hjálpi ykkur að velja rétt. [titill] Takið út dömubindi og nuddið dr.'
 '[skref] Kauptu alltaf stærri læknamarterns svo þú getir verið í þeim á meðan þú ert ennþá að ganga. Annars ráða fæturnir ekki við þær.'
 '[skref] Það sem hentar fæturna best er ekki bara hversu þægilegir þeir eru heldur hvernig þeim líður. Til þess að finna út hvað hentar vel skaltu kaupa réttu skóna.'
 '[skref] Sumar glænýjar læknismaríur eru dýrari en aðrar. Að vita nákvæmlega hvernig maður á að passa er eitt af lykilatriðunum til að ná fullkomlega í sig fótunum.']",hellaswag/validation/6784,26181,Personal Care and Style,wikihow~10920,val,zeroshot,0
Maður gengur upp á svið til að ganga í hljómsveit.,maður,Maður gengur upp á svið til að ganga í hljómsveit. maður,"['spilar á hörpu og flautu á meðan tveir aðrir spila á hljóðfæri við hliðina á honum.'
 'og kona dansa saman á sviðinu.'
 'dans á reimunum sem festir eru við sviðið.'
 'spilar fyrir framan hljómsveit með harmónikku.']",hellaswag/validation/53,818,Playing harmonica,activitynet~10920,val,zeroshot,3
"[haus] Hvernig velja á kaþólska brúðkaupstónlist [titill] Hafið samband við tónlistardeildina í kirkjunni þar sem þið ætlið að gifta ykkur. [skrefið] Tónlistarstjórinn er yfirleitt með lista af tónlist sem er sérstaklega sniðin fyrir brúðkaup sem þið getið valið úr. [skrefið] Ef þið eruð að skoða listann og vitið ekkert hvernig þessi lög hljóma, biðjið þá um að hitta organista til að heyra þau spiluð.",,"[haus] Hvernig velja á kaþólska brúðkaupstónlist [titill] Hafið samband við tónlistardeildina í kirkjunni þar sem þið ætlið að gifta ykkur. [skrefið] Tónlistarstjórinn er yfirleitt með lista af tónlist sem er sérstaklega sniðin fyrir brúðkaup sem þið getið valið úr. [skrefið] Ef þið eruð að skoða listann og vitið ekkert hvernig þessi lög hljóma, biðjið þá um að hitta organista til að heyra þau spiluð. ","['Reyndu þá að biðja þau að syngja fyrir þig. Þannig getur brúðkaupsveislan náð samsvörun við það sem þau eru að hlusta á.'
 'Starfsfólk kirkjunnar hjálpar þér að velja hvaða tónlist þú vilt nota við athöfnina. [Titill] Rannsaka tónlistarhús í borginni.'
 '[Titill] Hugsaðu um hvað hvert verk hefur í för með sér fyrir athöfnina. [Skref] Öll tákn ættu að benda á samband þitt við guð sem einstaklinga sem eru að verða par.'
 'Þá getur þú valið hvaða tónlist þú vilt syngja. [ Titill] Finndu valmöguleika sem hentar þínum gildum, trú og tónlistarsmekk.']",hellaswag/validation/5376,15930,Family Life,wikihow~10920,val,zeroshot,2
[haus] Hvernig á að forðast að verða yfirfullur af upplýsingum [titill] Taktu þér tæknifrí. [skref] Ef þér finnst þú vera farinn að drukkna í upplýsingum er besta leiðin til að koma fótunum aftur á fastan stað að slökkva á krananum. Á hverjum einasta degi skaltu vera frá bæði símanum og tölvunni í einn til tvo tíma.,,[haus] Hvernig á að forðast að verða yfirfullur af upplýsingum [titill] Taktu þér tæknifrí. [skref] Ef þér finnst þú vera farinn að drukkna í upplýsingum er besta leiðin til að koma fótunum aftur á fastan stað að slökkva á krananum. Á hverjum einasta degi skaltu vera frá bæði símanum og tölvunni í einn til tvo tíma. ,"['Fyrir marga virðist þetta einfalda verkefni nánast óhugsandi. Reyndar er það svo að því erfiðara sem það virðist því meiri líkur eru á að þú hafir gagn af því að taka þér pásu.'
 'Eða þú kemur á kaffihús og sest niður með fartölvuna og lest bók. Þú ert ólíklegri til að „spóla“ í gegnum tölvupóstinn, texta og persónuupplýsingar.'
 'Þegar þú ert beðin/n um að nota baðherbergið skaltu halda símanum og öðrum vinnutækjum frá sjónum. [Undirskrefi] Markmiðið með þessu er að halda þér uppteknum og einbeittum.'
 'Hægt er að nota þennan tíma til að lesa greinar og kynna sér námskeið í fartölvu eða snjallsíma. [Undirskrefi] Auk þess að hafa frítíma í tæknigeiranum getur 15-30 mínútna pása tekið þig frá heimilinu.']",hellaswag/validation/6889,27013,Family Life,wikihow~10920,val,zeroshot,0
Maður í blárri skyrtu og stuttbuxum lyftir stórri þyngd yfir höfuðið á sér. Annar maður er að mynda það. Sami maður kemur aftur og lyftir þyngdinni yfir höfuðið á sér aftur.,he,Maður í blárri skyrtu og stuttbuxum lyftir stórri þyngd yfir höfuðið á sér. Annar maður er að mynda það. Sami maður kemur aftur og lyftir þyngdinni yfir höfuðið á sér aftur. he,"['kastar því á jörðina og gengur burt.'
 'sleppir henni og hleypur í átt að myndavélinni.'
 'lyftir aftur þunganum yfir höfuðið.'
 'hann sleppir honum á gólfið þar sem hann festist.']",hellaswag/validation/87,1112,Clean and jerk,activitynet~10920,val,zeroshot,0
[haus] Hvernig má létta hárið [titill] Blanda skal jafnmiklu magni af sítrónusafa og vatni. [skrefið] Sítróna er klassísk náttúruleg hárléttandi efni. Þótt hún sé náttúruleg getur hún samt þurrkað hárið svo það er mikilvægt að þynna hana.,,[haus] Hvernig má létta hárið [titill] Blanda skal jafnmiklu magni af sítrónusafa og vatni. [skrefið] Sítróna er klassísk náttúruleg hárléttandi efni. Þótt hún sé náttúruleg getur hún samt þurrkað hárið svo það er mikilvægt að þynna hana. ,"['Ef hárið er feitt eða sprungið með sprungum, reyndu þá að blanda saman tómatsafa eða ólífuolíu. [Undirskrefi] Hægt er að finna ólífuolíu og sítrónusafa á flestum snyrtistofum.'
 'Blandið 1 hluta af sítrónusafa saman við 1 hluta af vatni til að minnka sýrustig hans og hellið í úðaflösku. [Undirskrefi] Til að ná sem bestum árangri er gott að nota ferskan, lífrænan sítrónusafa.'
 '1/4 bolli (60 ml) af sítrónusafa og 1 matskeið (15 ml) af salti er blandað saman í litla skál. Notið fingurna til að blanda innihaldsefnin saman þar til blandan er orðin alveg slétt og engar rákir eftir.'
 'Setjið sítrónusafalausnina í úðaflösku og úðaðu henni á hárið ef þið hafið aðgang að dreifitæki. [Undirskrefi] Ef þið viljið hafa hárið silkikennt, stráið þá sítrónusafa í úðaflösku og úðaðu á hárið í stað þess að nota dreifitæki sem haldið er á.']",hellaswag/validation/4963,12930,Personal Care and Style,wikihow~10920,val,zeroshot,1
[haus] Hvernig á að laga aðalþétti með fljótandi gleri [titill] Kaupa natríum sílíkat (fljótandi gler) í apótek. [skref] Kaupa nýjan hitastilli og tengda hitastilliþétt (s). [titill] Renna kælikerfi með því að taka stóra slönguna úr sambandi við botn ofnsins.,,[haus] Hvernig á að laga aðalþétti með fljótandi gleri [titill] Kaupa natríum sílíkat (fljótandi gler) í apótek. [skref] Kaupa nýjan hitastilli og tengda hitastilliþétt (s). [titill] Renna kælikerfi með því að taka stóra slönguna úr sambandi við botn ofnsins. ,"['[titill] Kveikja á ofninum aftur, það ætti að taka 30 sekúndur. [titill] Endurtaka þetta ferli með sama ofninum, og næsta bolta.'
 '[skref] Einnig að taka stóru slönguna úr sambandi ofan af ofninum á ofninum. [titill] Taka hitastillinn af og tengja slönguna aftur án hitastillis.'
 '[titill] Setjið kælivökvaglasið, gatið og lokið aftur á ofninn. [skref] Segðu tækinu að tæma vökva úr frárennslisrörinu.'
 '[skref] Þú átt að sjá vatn með bláum lit sitja á pípunni. [titill] Úða ofan á ofnhettuna með úða eða sjóðandi vatni.']",hellaswag/validation/4476,9490,Cars & Other Vehicles,wikihow~10920,val,indomain,1
"[haus] Hvernig á að halda hornettum frá [titill] Yfir alla fæðugjafa, svo sem moltuhauga og ruslatunnur. [skref] Ólíkt býflugum, vilja býflugur og hornettur borða kjöt og aðra próteinfæðu, sem og sæta nektar. Hornettur muna eftir fæðugjafanum og halda áfram að koma eftir að hann hefur verið lokaður af eða tekinn frá, svo best er að koma í veg fyrir allan rusl undir berum himni.",,"[haus] Hvernig á að halda hornettum frá [titill] Yfir alla fæðugjafa, svo sem moltuhauga og ruslatunnur. [skref] Ólíkt býflugum, vilja býflugur og hornettur borða kjöt og aðra próteinfæðu, sem og sæta nektar. Hornettur muna eftir fæðugjafanum og halda áfram að koma eftir að hann hefur verið lokaður af eða tekinn frá, svo best er að koma í veg fyrir allan rusl undir berum himni. ","['[Efni] Þvottasveppur og hornsíli borða einnig alifugla, ávexti, grænmeti og náttúrulega fæðu eins og gulrætur, salat og appelsínur. Halda þeim frá öllu sem er með býflugum á.'
 '[Efni] Dreifið yfirborði um plöntur og garðbeð sem eru lífræn. Eingöngu sett út eins mikið og þið getið-þessar plöntur eru agn fyrir þvotta.'
 '[Efnisorð] Það fyrsta sem varpdýr eru líkleg til að taka eftir og hafa áhuga á eru baunir og ávextir, bæði náttúrulegir og ætir. Kvenhornet þekkja skordýr og laðast að þeim daglega.'
 '[Titill] Draga úr sætri lykt á sumrin eða haustin. [Skrefið] Þetta er sá tími þegar vörpurnar kjósa blóm, safa og ávexti.']",hellaswag/validation/3617,2896,Sports and Fitness,wikihow~10920,val,indomain,3
"[haus] Hvernig þvo á þurra og hreina flík [titill] Lesið merkimiða flíkarinnar. [skref] Ef hluturinn er úr ull, silki eða bómull má þvo hann varlega í höndunum. [undirskref] Forðist að þvo peysu, leður, loðskinn, fjaðrir og annað mjög viðkvæmt efni í höndunum.",,"[haus] Hvernig þvo á þurra og hreina flík [titill] Lesið merkimiða flíkarinnar. [skref] Ef hluturinn er úr ull, silki eða bómull má þvo hann varlega í höndunum. [undirskref] Forðist að þvo peysu, leður, loðskinn, fjaðrir og annað mjög viðkvæmt efni í höndunum. ","['Þessar lausnir skal fara með í þurrhreinsi til að fá þær hreinsaðar af fagfólki. [ Titill] Blanda skal sápu saman við kalt vatn í baðkari eða fötu.'
 'Þessi efni geta verið óhrein og auðveldlega skemmst við þvott. [titill] Fylgja skal eftir með snöggum þvotti með hreinsiefni og heitu vatni.'
 'Ef silki- og leðurfatnaður er þveginn í gegnum vél eða þurrkara brotna fínefni niður og mjög léttir þræðir skilja eftir sig. Einnig má þvo súrdeigs- og leðurfatnað með ullarneti.'
 'Þú ættir að leita að gamaldags eða nýrri flíkum úr náttúrulegum trefjum í stað gerviefna. [ titill] Ákveðið hversu oft þið mynduð þvo flíkina eða saumana á henni.']",hellaswag/validation/6297,22654,Home and Garden,wikihow~10920,val,indomain,0
"[haus] Hvernig á að fá manninn til að hlusta á þig [titill] Veldu stað þar sem þú getur talað án truflana. [skref] Þótt það geti verið freistandi að hringja í hann í farsímann um leið og þú verður ósáttur, þá endar það ekki vel að hringja í hann í vinnunni eða á meðan hann er upptekinn. [undirskref] Besta staðsetningin er einhvers staðar þar sem er ró, án farsíma eða sjónvarps.",,"[haus] Hvernig á að fá manninn til að hlusta á þig [titill] Veldu stað þar sem þú getur talað án truflana. [skref] Þótt það geti verið freistandi að hringja í hann í farsímann um leið og þú verður ósáttur, þá endar það ekki vel að hringja í hann í vinnunni eða á meðan hann er upptekinn. [undirskref] Besta staðsetningin er einhvers staðar þar sem er ró, án farsíma eða sjónvarps. ","['Ef þið eruð með börnin í biðstöðu þar til þau eru sofnuð eða út úr húsi til að forðast smá eyru. [Titill] Spyrjið hvort það sé góður tími.'
 'Þú getur einnig átt samtal án truflana. Settu síma eiginmannsins nálægt rúmi hans eða skrifstofu ef þú vilt næði.'
 'Fljótlegur bíll getur gefið honum næði. Maðurinn þinn gæti líka verið upptekinn í vinnunni og því er best að velja óbeina staðsetningu.'
 'Hallaðu þér upp við vegg ef þú þarft, eða hallaðu þér upp við vegg ef þú getur. Hlustaðu á tónlist eða kvikmynd í öðru herbergi til að slaka á.']",hellaswag/validation/3990,5722,Family Life,wikihow~10920,val,zeroshot,0
Fyrst er sýndur strákur að borða þunna vöfflu.,þá aldraða kerlingu,Fyrst er sýndur strákur að borða þunna vöfflu. þá aldraða kerlingu,"['er sýnt neysluvatn úr litlu glasi.' 'étur þunnt 7up.'
 'blandar hráefnum í pott á eldavélinni til að búa til blund.'
 'leiðir hann út og opnar dælu og andar að sér reyknum.']",hellaswag/validation/2647,40284,Having an ice cream,activitynet~10920,val,zeroshot,0
[haus] Hvernig á að tala svo unglingar hlusti [titill] Fjarlægið truflanir til að auðvelda hlustun. [skref] Það er mun auðveldara að fá unglingana til að hlusta þegar þú ert ekki að keppa við farsímann eða sjónvarpið. Fjarlægið þessar truflanir og skilaboðin þín heyrast betur.,,[haus] Hvernig á að tala svo unglingar hlusti [titill] Fjarlægið truflanir til að auðvelda hlustun. [skref] Það er mun auðveldara að fá unglingana til að hlusta þegar þú ert ekki að keppa við farsímann eða sjónvarpið. Fjarlægið þessar truflanir og skilaboðin þín heyrast betur. ,"['[Efnisorð] Ákveðið hvaða truflanir (eða allar) hjálpa unglingnum að heyra betur. Látið unglinginn heyra skilaboðin frá öðrum hluta hússins, frá gluggasyllu úti eða í hljóðlátum herbergjum.'
 '[Efnisorð] Rannsóknir sýna að sumir unglingar vilja helst láta hunsa sig eða... án truflunar. Með því að hafa skjáinn nokkuð uppréttan er hægt að leiðrétta það.'
 '[Efnisorð] Þegar þú ætlar að tala skaltu slökkva á sjónvarpinu og biðja unglinginn að þagga niður í símanum sínum eða skilja hann eftir í öðru herbergi. Ef unglingurinn er sú týpa sem finnst hann vera ógnandi í samræðum augliti til auglitis skaltu reyna að spjalla við hann í sjónvarpsauglýsingum.'
 '[Efnisorð] Ef þú ert í kennslustund biddu kennara að minna unglinginn á að slökkva á öllum símum í kennslustund. Þú getur samt veitt þeim truflun ef þau vilja bara taka sig út úr skólanum.']",hellaswag/validation/4410,8845,Family Life,wikihow~10920,val,zeroshot,2
